PLANT_NAME,PLANT_DESIGN_CAPACITY_MWE,PLANT_COUNTRY,PLANT_STATE,TYPE,PLANT_OVERALL_RATING,PLANT_LATITUDE,PLANT_LONGITUDE,geopoint,PLANT_TYPE_OF_PLANT,PLANT_USED_FOR,PLANT_URL,PLANT_LOCATION,TOPIC,,TYPE_URL
Besat Thermal Power Plant Iran,247.5,Islamic Republic of Iran,Tehran,OIL,Environmentally Responsible,35.6423,51.4273,"35.6423, 51.4273",Sub-critical Steam Turbine,,http://www.globalenergyobservatory.org/geoid/41396,"Tehran, Iran",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Eshkol Thermal Power Plant Israel,1062,Israel,HaDarom,OIL,Environmentally Responsible,31.84183679,34.65639353,"31.8418367861, 34.656393528",,,http://www.globalenergyobservatory.org/geoid/3100,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Kinorot Thermal Power Plant Israel,80,Israel,HaZafon,OIL,Environmentally Responsible,32.80149729,35.53331494,"32.801497286, 35.5333149433",,,http://www.globalenergyobservatory.org/geoid/3865,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Edipower San Filippo del Mela Thermal Power Plant Italy,1280,Italy,Messina,OIL,Environmentally Responsible,38.2049,15.2818,"38.2049, 15.2818",Sub-critical Steam Turbine,Intermediate Load,http://www.globalenergyobservatory.org/geoid/43691,"San Filippo del Mela, Messina, Italy",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Makiminato Thermal Power Station Japan,465,Japan,Okinawa,OIL,Environmentally Responsible,26.26981768,127.7191329,"26.2698176825, 127.7191329",,,http://www.globalenergyobservatory.org/geoid/4147,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Anan Thermal (Oil) Power Plant Japan,1245,Japan,Tokushima,OIL,Environmentally Responsible,33.8787,134.65345,"33.8787, 134.65345",,Peaking Load and Backup,http://www.globalenergyobservatory.org/geoid/2107,"106 Yukino, Tachibana cho, Anan City, Tokushima Prefecture 774-0023, Japan",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Ohi Oil Power Station Japan,1050,Japan,Tokyo,OIL,Environmentally Responsible,35.61464,139.75665,"35.61464, 139.75665",Super-critical Steam Turbine,,http://www.globalenergyobservatory.org/geoid/4599,"1-2-2 Yashio, Sinagawa-ku, Tokyo, Japan",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Gobo Thermal Power Plant Japan,1800,Japan,Wakayama,OIL,Environmentally Responsible,33.86,135.153056,"33.86, 135.153056",Super-critical Steam Turbine,,http://www.globalenergyobservatory.org/geoid/44927,"Gobo, Wakayama, Japan",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Taraz (Dzhambul) Thermal Power Plant Kazakstan,1230,Kazakhstan,Zhambyl,OIL,Environmentally Responsible,42.845,71.4769,"42.845, 71.4769",Sub-critical Steam Turbine,Base Load,http://www.globalenergyobservatory.org/geoid/41812,"Taraz, Zhambyl, Kazakstan",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Az Zour South (ZSPS) Thermal Power Plant,2400,Kuwait,Al Ahmadi,OIL,Environmentally Responsible,28.70716959,48.37415457,"28.7071695864, 48.3741545677",,,http://www.globalenergyobservatory.org/geoid/2213,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Doha West (DWPS)  Thermal Power Plant Kuwait,2400,Kuwait,Al Jahrah,OIL,Environmentally Responsible,29.36783308,47.78647184,"29.3678330849, 47.7864718437",Cogeneration Power and Desalination Steam Turbine,,http://www.globalenergyobservatory.org/geoid/2952,"10 km NEN of Al Jahra, Al Jahra, Kuwait",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Sabiya I Thermal Power Plant Kuwait,2400,Kuwait,Al Jahrah,OIL,Environmentally Responsible,29.567,48.171,"29.567, 48.171",,,http://www.globalenergyobservatory.org/geoid/5204,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Khoms Thermal Power Plant Libya,480,Libyan Arab Jamahiriya,Al Marqab,OIL,Environmentally Responsible,32.6213,14.3302,"32.6213, 14.3302",Sub-critical Steam Turbine,,http://www.globalenergyobservatory.org/geoid/41589,"Khoms, Al Marqab, Libya",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Tawau-Serudong ICE Power Plant Malaysia,36,Malaysia,Sabah,OIL,Environmentally Responsible,4.2826,117.889,"4.2826, 117.889",Oil Engine,,http://www.globalenergyobservatory.org/geoid/44271,"Tawau, Sabah, Malaysia",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Sandakan-SPC Oil Power Plant Malaysia,34,Malaysia,Sabah,OIL,Environmentally Responsible,5.8124,118.0646,"5.8124, 118.0646",Oil Engine,,http://www.globalenergyobservatory.org/geoid/44274,"Jalan Batu Sapi, Sandakan, Sabah, Malaysia",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
St. Louis ICE Power Plant Mauritius,113.2,Mauritius,Port Louis,OIL,Environmentally Responsible,-20.1778,57.4792,"-20.1778, 57.4792",Oil Engine,,http://www.globalenergyobservatory.org/geoid/43729,"Port Louis, Mauritius",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Presidente Juarez (Rosarito) Oil Thermal Power Station Mexico,620,Mexico,Baja California,OIL,Environmentally Responsible,32.36899739,-117.0682096,"32.3689973935, -117.068209648",,,http://www.globalenergyobservatory.org/geoid/4919,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Benito Juarez (Samalayuca I) Thermal Power Station Mexico,316,Mexico,Chihuahua,OIL,Environmentally Responsible,31.33138867,-106.4859724,"31.3313886667, -106.485972404",,,http://www.globalenergyobservatory.org/geoid/2308,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Salamanca Thermal Power Plant Mexico,866,Mexico,Guanajuato,OIL,Environmentally Responsible,20.56899257,-101.1702633,"20.5689925747, -101.17026329",,,http://www.globalenergyobservatory.org/geoid/5222,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Francisco Perez Rios (Tula) Thermal Power Station Mexico,1546,Mexico,Hidalgo,OIL,Environmentally Responsible,20.05547774,-99.27733183,"20.0554777446, -99.2773318291",,,http://www.globalenergyobservatory.org/geoid/3224,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Tamuin (TEG and TEG II) thermal Power Plant Mexico,520,Mexico,San Luis Potosi,OIL,Environmentally Responsible,22.0695,-98.847,"22.0695, -98.847",,,http://www.globalenergyobservatory.org/geoid/5655,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
Carlos Rodriguez Rivero (Guaymas II) Thermal Power Plant Mexico,484,Mexico,Sonora,OIL,Environmentally Responsible,27.93677772,-110.8628011,"27.9367777172, -110.862801075",,,http://www.globalenergyobservatory.org/geoid/2565,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Oil
IOCL Panipat II Cogeneration Power Plant India,238,India,Haryana,GAS,Environmentally Responsible,29.4555,76.8575,"29.4555, 76.8575",Power and Heat Combined Cycle Gas Turbine,Cogeneration,http://www.globalenergyobservatory.org/geoid/44508,"Panipat, Haryana, India",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
BSES Kochi CCGT Power Plant India,167,India,Kerala,GAS,Environmentally Responsible,10.074,76.3188,"10.074, 76.3188",Combined Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/2464,"Kochi, Kerala, India",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Anta Gas CCGT Power Plant India,413,India,Rajasthan,GAS,Environmentally Responsible,25.1797,76.3188,"25.1797, 76.3188",Combined Cycle Gas Turbine,Base Load,http://www.globalenergyobservatory.org/geoid/2137,"Baran, Rajasthan, India",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Agartala Gas Turbine Power Station India,135,India,Tripura,GAS,Environmentally Responsible,23.8712,91.3602,"23.8712, 91.3602",Combined Cycle Gas Turbine,Base Load,http://www.globalenergyobservatory.org/geoid/2000,"Ramchandranagar, Tripura, India",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Aonla Gas Power Plant India,100,India,Uttar Pradesh,GAS,Environmentally Responsible,28.22863375,79.24824715,"28.2286337491, 79.2482471466",Open Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/2130,"Anola, 28 Km South West of Bareilly, Uttar Pradesh, India",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Auraiya CCGT Power Plant India,652,India,Uttar Pradesh,GAS,Environmentally Responsible,26.6282,79.5286,"26.6282, 79.5286",Combined Cycle Gas Turbine,Base Load,http://www.globalenergyobservatory.org/geoid/2202,"Etawah, Auraiya, Uttar Pradesh, India",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Grati CCGT Power Plant Indonesia,764,Indonesia,Jawa Timur,GAS,Environmentally Responsible,-7.6517,113.0244,"-7.6517, 113.0244",Combined Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/41525,"Lekok, Jawa Timur, Indonesia",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Poolbeg Thermal Power Plant Ireland (Shutdown),511,Ireland,Dublin,GAS,Environmentally Responsible,53.3396,-6.1895,"53.3396, -6.1895",Sub-critical Thermal,,http://www.globalenergyobservatory.org/geoid/43942,"Pigeon House Road, Ringsend, Dublin Port, Dublin, Ireland",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Sealrock (Aughinish Alumina) OCGT Power Plant Ireland,161,Ireland,Limerick,GAS,Environmentally Responsible,52.6324,-9.0596,"52.6324, -9.0596",Open Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/43944,"Askeaton, County Limerick, Ireland",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Tawnaghmore OCGT Power Plant Ireland,104,Ireland,Mayo,GAS,Environmentally Responsible,54.1934,-9.2206,"54.1934, -9.2206",Open Cycle Gas Turbine,Peaking Load and Backup,http://www.globalenergyobservatory.org/geoid/43937,"3 km South of Killala, County Mayo, Ireland",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Cushaling OCGT Power Plant Ireland,116,Ireland,Offaly,GAS,Environmentally Responsible,53.2926,-7.0866,"53.2926, -7.0866",Open Cycle Gas Turbine,Peaking Load and Backup,http://www.globalenergyobservatory.org/geoid/43935,"Ballykilleen, Edenderry, Offaly, Ireland",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Gilan CCGT Power Plant Iran,1305.6,Islamic Republic of Iran,Gilan,GAS,Environmentally Responsible,37.1586,49.6329,"37.1586, 49.6329",Combined Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/41385,"15 km S of Rasht, Gilan, Iran",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Zargan Power Plant Iran,870,Islamic Republic of Iran,Khuzestan,GAS,Environmentally Responsible,31.3742,48.7731,"31.3742, 48.7731",Heat and Power Steam Turbine,Base/Intermediate Load,http://www.globalenergyobservatory.org/geoid/41398,"NE of Ahwaz, Khuzestan, Iran",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Qom CCGT Power Plant Iran,714,Islamic Republic of Iran,Qom,GAS,Environmentally Responsible,34.579,50.755,"34.579, 50.755",Combined Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/41369,"15 Km off the Qom-Arak road, Qom, Iran",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Neishabour CCGT Power Plant Iran,1040.4,Islamic Republic of Iran,Razavi Khorasan,GAS,Environmentally Responsible,36.2804,58.7774,"36.2804, 58.7774",Combined Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/41368,"N of Neyshabur, Razavi Khorasan, Iran",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Damavand CCGT Power Plant Iran,2862,Islamic Republic of Iran,Tehran,GAS,Environmentally Responsible,35.4163,51.8492,"35.4163, 51.8492",Combined Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/41375,"Pakdasht, Tehran, Iran",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Tarasht (Shahid Firouzi) Thermal Power Plant Iran,50,Islamic Republic of Iran,Tehran,GAS,Environmentally Responsible,35.724,51.3526,"35.724, 51.3526",Sub-critical Thermal,,http://www.globalenergyobservatory.org/geoid/41397,"Tehran, Iran",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Parand Power Plant Iran,960,Islamic Republic of Iran,Tehran,GAS,Environmentally Responsible,35.4616,51.013,"35.4616, 51.013",Open Cycle Gas Turbine,Base Load,http://www.globalenergyobservatory.org/geoid/45023,"Parand, Tehran, Iran",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Rey OCGT Power Plant Iran,1171,Islamic Republic of Iran,Tehran,GAS,Environmentally Responsible,35.5207,51.4078,"35.5207, 51.4078",Open Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/45024,"Baghershahr, Tehran, Iran",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Orumiyah OCGT Power Plant Iran,60,Islamic Republic of Iran,West Azarbaijan,GAS,Environmentally Responsible,37.5662,45.0832,"37.5662, 45.0832",Open Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/41387,Ora,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Tzafit Gas Turbine Power Station Israel,220,Israel,HaDarom,GAS,Environmentally Responsible,31.711,34.841,"31.711, 34.841",,,http://www.globalenergyobservatory.org/geoid/5825,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Ramat Gabriel Cogen Power Plant Israel,70,Israel,Haifa,GAS,Environmentally Responsible,32.687279,35.251222,"32.687279, 35.251222",Power and Heat Combined Cycle Gas Turbine,Base Load,http://www.globalenergyobservatory.org/geoid/46082,"Ramat Gabrial Industrial Park, Migdal Haemek, Haifa, Israel",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Caesaria (Kesaria) Gas Turbine Power Plant Israel,130,Israel,HaMerkaz,GAS,Environmentally Responsible,32.49881344,34.93596554,"32.4988134416, 34.935965538",,,http://www.globalenergyobservatory.org/geoid/2514,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Alon Tavor CCGT Power Plant Israel,373,Israel,HaZafon,GAS,Environmentally Responsible,32.63337573,35.36747932,"32.6333757252, 35.3674793243",Combined Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/2072,"Alan Tavor, Israel",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Api Energia Falconara IGCC Power Plant Italy,280,Italy,Ancona,GAS,Environmentally Responsible,43.6411,13.3796,"43.6411, 13.3796",Power and Heat Combined Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/43995,"Falconara Marittima refinery, 10 km from the port of Ancona, Ancona, Italy",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Edison Simeri Crichi CCGT Power Plant Italy,857,Italy,Catanzaro,GAS,Environmentally Responsible,38.8759,16.6569,"38.8759, 16.6569",Combined Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/43979,"San Francesco - 88050, Simeri Crichi, Catanzaro, Italy",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Edison Altomonte CCGT Power Plant Italy,757,Italy,Cosenza,GAS,Environmentally Responsible,39.7118,16.215,"39.7118, 16.215",Combined Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/43985,"Serragiumenta, Altomonte, Cosenza, Italy",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
San Severo CCGT Power Plant Italy,400,Italy,Foggia,GAS,Environmentally Responsible,41.627,15.423866,"41.627, 15.423866",Combined Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/45399,"Strada provinciale 20, Contrada Ratino, 71016 San Severo, Foggia, Italy",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Rosignano CCGT Power Plant Italy,388,Italy,Livorno,GAS,Environmentally Responsible,43.38178,10.44818,"43.38178, 10.44818",Combined Cycle Gas Turbine,Intermediate/Peak Load,http://www.globalenergyobservatory.org/geoid/45405,"Via Piave 6, Stabilimento Chimico Solvay, 57016 Rosignano Marittimo, Livorno, Toscana, Italy",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Edison Porcari CCGT Power Plant Italy,100,Italy,Lucca,GAS,Environmentally Responsible,43.8235,10.6023,"43.8235, 10.6023",Power and Heat Combined Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/44033,"Porcari, Lucca, Italy",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
E.ON Ostiglia CCGT Power Plant Italy,1482,Italy,Mantua,GAS,Environmentally Responsible,45.0603,11.1374,"45.0603, 11.1374",Combined Cycle Gas Turbine,Intermediate/Peak Load,http://www.globalenergyobservatory.org/geoid/43694,"Ostiglia, Mantua, Italy",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
TirrenoPower Napoli Levante CCGT Power Plant Italy,400,Italy,Naples,GAS,Environmentally Responsible,40.8339,14.3006,"40.8339, 14.3006",Combined Cycle Gas Turbine,Intermediate/Peak Load,http://www.globalenergyobservatory.org/geoid/43712,"Porto Napoli, Italy",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Acerra Power Plant Italy,100,Italy,Naples,GAS,Environmentally Responsible,40.9319,14.385,"40.9319, 14.385",,,http://www.globalenergyobservatory.org/geoid/44102,"Strada Provinciale Pomigliano-Acerra, Acerra, Napoli, Campania, Italy",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Novel CCGT Power Plant Italy,104,Italy,Novara,GAS,Environmentally Responsible,45.457,8.6496,"45.457, 8.6496",Power and Heat Combined Cycle Gas Turbine,Cogeneration,http://www.globalenergyobservatory.org/geoid/45451,"Novara, Italy",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
ENEL Pietrafitta CCGT Power Plant Italy,528,Italy,Perugia,GAS,Environmentally Responsible,42.9954,12.1995,"42.9954, 12.1995",Combined Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/44009,"Pietrafitta, Perugia, Umbria, Italy",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
BG Melfi CCGT Power Plant Italy,100,Italy,Potenza,GAS,Environmentally Responsible,41.0664,15.7119,"41.0664, 15.7119",Power and Heat Combined Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/44006,"Melfi, Potenza, Italy",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
ENEL Priolo Gargallo (Archimede)  CCGT Power Plant Italy,750,Italy,Syracuse,GAS,Environmentally Responsible,37.14,15.2159,"37.14, 15.2159",Combined Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/43998,"Priolo Gargallo, Syracuse, Sicily, Italy",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Edison Torviscosa CCGT Power Plant Italy,785,Italy,Udine,GAS,Environmentally Responsible,45.817,13.2891,"45.817, 13.2891",Combined Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/43978,"Torviscosa, Cervignano del Friuli, S. Grigio di Nogaro, Udine, Italy",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Edison Marghera Levante CCGT Power Plant Italy,766,Italy,Venice,GAS,Environmentally Responsible,45.4458,12.2552,"45.4458, 12.2552",Combined Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/43986,"Venice, Italy",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
E.ON Livorno Ferraris CCGT Power Plant Italy,800,Italy,Vercelli,GAS,Environmentally Responsible,45.23723,8.1932,"45.23723, 8.1932",Combined Cycle Gas Turbine,Base Load,http://www.globalenergyobservatory.org/geoid/43684,"Livorno Ferraris, Vercelli , Italy",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Chita Power Plant Japan,3966,Japan,Aichi,GAS,Environmentally Responsible,34.9867,136.8436,"34.9867, 136.8436","Thermal, OCGT and CCGT",Intermediate/Peak Load,http://www.globalenergyobservatory.org/geoid/44432,"Chita, Aichi, Japan",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Futtsu CCGT Power Plant Japan,5040,Japan,Chiba,GAS,Environmentally Responsible,35.3421,139.8319,"35.3421, 139.8319",Combined Cycle Gas Turbine,Base/Intermediate Load,http://www.globalenergyobservatory.org/geoid/3255,"25 Shintomi, Futtsu, Chiba, Japan",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Yokkaichi CCGT Power Station Japan,1245,Japan,Mie,GAS,Environmentally Responsible,34.9734,136.6462,"34.9734, 136.6462",Combined Cycle Gas Turbine,,http://www.globalenergyobservatory.org/geoid/6192,"Yokkaichi, Mie, Japan",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Niigata Power Plant Japan,393,Japan,Niigata,GAS,Environmentally Responsible,37.94583,139.0814,"37.94583, 139.0814","Thermal, OCGT and CCGT",,http://www.globalenergyobservatory.org/geoid/44923,"Niigata, Japan",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Aqaba Thermal Power Plant Jordan,650,Jordan,Aqaba,GAS,Environmentally Responsible,29.378,34.977,"29.378, 34.977",Sub-critical Thermal,,http://www.globalenergyobservatory.org/geoid/2141,"10 km S of Aqaba, Jordan",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Risha OCGT Power Plant Jordan,150,Jordan,Mafraq,GAS,Environmentally Responsible,32.5724,39.0111,"32.5724, 39.0111",Open Cycle Gas Turbine,Base Load,http://www.globalenergyobservatory.org/geoid/5108,"4.5 km from Syrian Border, Al-Mafraq, Jordan",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Kipevu I Gas Turbine Power Plant Kenya,60,Kenya,Coast,GAS,Environmentally Responsible,-4.04,39.638,"-4.04, 39.638",,,http://www.globalenergyobservatory.org/geoid/40374,"Mombassa, Kenya",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Doha West OCGT Power Plant Kuwait,141,Kuwait,Al Jahrah,GAS,Environmentally Responsible,29.3652,47.7873,"29.3652, 47.7873",Open Cycle Gas Turbine,Peaking Load,http://www.globalenergyobservatory.org/geoid/42827,"10 km NEN of Al Jahra, Al Jahra, Kuwait",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Riga TEC-2 CCGT Power Plant Latvia,662,Latvia,Riga District,GAS,Environmentally Responsible,56.918,24.2766,"56.918, 24.2766",Power and Heat Combined Cycle Gas Turbine,Base/Intermediate Load,http://www.globalenergyobservatory.org/geoid/42160,"Riga, Latvia",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Baalbek Thermal Power Plant Lebanon,70,Lebanon,Baalbek-Hermel,GAS,Environmentally Responsible,34.02085274,36.1919421,"34.0208527368, 36.1919420958",,,http://www.globalenergyobservatory.org/geoid/2217,"Baalbek, Baalbek-Hermel, Lebanon",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
Tyre (Sour) Thermal Power Plant Lebanon,70,Lebanon,South Lebanon,GAS,Environmentally Responsible,33.2760902,35.22899151,"33.2760902034, 35.2289915085",,,http://www.globalenergyobservatory.org/geoid/5823,"2 km E of Sur, South Lebanon",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Gas
